"Date","Price","Open","High","Low","Vol.","Change %"
"04/22/2014","77,967","78,149","78,679","77,630","","-0.19%"
"04/21/2014","78,113","78,049","78,467","77,257","","0.06%"
"04/18/2014","78,063","78,082","78,128","77,974","","0.02%"
"04/17/2014","78,051","78,632","78,747","77,979","","-0.70%"
"04/16/2014","78,602","78,469","78,936","77,897","","0.22%"
"04/15/2014","78,428","79,995","80,040","77,741","","-1.94%"
"04/14/2014","79,979","79,392","80,120","79,382","","0.84%"
"04/11/2014","79,314","79,236","79,730","79,085","","0.14%"
"04/10/2014","79,199","78,910","79,662","78,842","","0.44%"
"04/09/2014","78,855","78,631","79,106","78,238","","0.34%"
"04/08/2014","78,590","77,982","78,970","77,928","","0.84%"
"04/07/2014","77,935","78,285","78,399","77,866","","-0.44%"
"04/04/2014","78,278","77,419","78,524","77,262","","1.15%"
"04/03/2014","77,390","77,286","77,830","77,117","","0.22%"
"04/02/2014","77,222","76,771","77,568","76,405","","0.67%"
"04/01/2014","76,710","77,062","77,354","76,685","","-0.39%"
"03/31/2014","77,010","77,516","77,776","76,971","","-0.68%"
"03/28/2014","77,536","77,794","78,082","77,028","","-0.28%"
"03/27/2014","77,751","78,455","78,622","77,666","","-0.85%"
"03/26/2014","78,419","79,320","79,577","78,115","","-1.07%"
"03/25/2014","79,268","79,549","79,897","78,996","","-0.31%"
"03/24/2014","79,515","81,302","81,308","79,497","","-2.14%"
"03/21/2014","81,252","81,457","81,971","81,166","","-0.19%"
"03/20/2014","81,406","81,064","81,797","80,843","","0.48%"
"03/19/2014","81,015","82,844","83,112","80,967","","-2.15%"
"03/18/2014","82,799","83,528","83,549","82,574","","-0.79%"
"03/17/2014","83,462","84,585","85,206","83,229","","-1.28%"
"03/14/2014","84,545","83,853","84,946","83,675","","0.89%"
"03/13/2014","83,799","83,718","84,166","83,431","","0.19%"
"03/12/2014","83,644","82,245","83,931","81,991","","1.73%"
"03/11/2014","82,217","81,553","82,448","81,265","","0.83%"
"03/10/2014","81,543","81,807","81,961","81,197","","-0.36%"
"03/07/2014","81,838","82,578","82,684","81,228","","-0.79%"
"03/06/2014","82,490","82,594","82,710","81,481","","-0.09%"
"03/05/2014","82,565","82,646","82,876","82,218","","-0.06%"
"03/04/2014","82,611","83,820","83,930","82,408","","-1.42%"
"03/03/2014","83,804","81,971","84,076","81,971","","2.36%"
"02/28/2014","81,869","82,543","82,761","81,503","","-0.75%"
"02/27/2014","82,491","82,490","82,834","82,062","","0.13%"
"02/26/2014","82,384","83,100","83,360","81,973","","-0.82%"
"02/25/2014","83,062","82,994","83,300","82,499","","0.18%"
"02/24/2014","82,916","82,348","83,126","81,969","","0.87%"
"02/21/2014","82,202","82,340","82,570","81,749","","-0.14%"
"02/20/2014","82,321","81,637","82,482","81,383","","0.90%"
"02/19/2014","81,587","82,186","82,299","81,470","","-0.73%"
"02/18/2014","82,183","82,204","82,439","81,655","","0.04%"
"02/17/2014","82,154","81,596","82,336","81,565","","0.81%"
"02/14/2014","81,497","81,340","81,828","81,149","","0.38%"
"02/13/2014","81,190","80,171","81,337","80,046","","1.31%"
"02/12/2014","80,143","80,382","80,505","79,750","","-0.17%"
"02/11/2014","80,283","79,618","80,522","79,454","","0.90%"
"02/10/2014","79,568","78,891","79,797","78,819","","0.78%"
"02/07/2014","78,955","78,449","79,226","78,325","","0.70%"
"02/06/2014","78,406","78,760","79,039","78,152","","-0.37%"
"02/05/2014","78,698","78,475","79,667","78,237","","0.38%"
"02/04/2014","78,399","78,700","79,083","78,003","","-0.28%"
"02/03/2014","78,617","78,055","79,227","77,826","","0.84%"
"01/31/2014","77,961","77,821","78,684","77,406","","0.26%"
"01/30/2014","77,756","79,234","79,435","77,469","","-1.80%"
"01/29/2014","79,184","78,651","79,353","77,774","","0.91%"
"01/28/2014","78,473","79,320","79,491","78,110","","-0.90%"
"01/27/2014","79,188","79,552","80,431","79,014","","-0.33%"
"01/24/2014","79,454","78,310","79,771","78,010","","1.69%"
"01/23/2014","78,136","76,462","78,398","76,139","","2.23%"
"01/22/2014","76,431","76,830","77,135","76,418","","-0.49%"
"01/21/2014","76,809","77,302","77,415","76,489","","-0.53%"
"01/20/2014","77,222","77,138","77,669","77,069","","0.14%"
"01/17/2014","77,110","76,473","77,250","76,116","","0.88%"
"01/16/2014","76,439","76,461","76,624","76,102","","0.04%"
"01/15/2014","76,411","76,561","76,618","75,968","","-0.12%"
"01/14/2014","76,502","77,112","77,198","76,368","","-0.78%"
"01/13/2014","77,104","77,292","77,643","76,517","","-0.03%"
"01/10/2014","77,125","76,252","77,315","76,090","","1.16%"
"01/09/2014","76,244","76,217","76,465","75,985","","0.21%"
"01/08/2014","76,087","76,763","76,808","75,660","","-0.87%"
"01/07/2014","76,757","77,143","77,710","76,320","","-0.44%"
"01/06/2014","77,093","76,928","77,805","76,684","","0.25%"
"01/03/2014","76,897","76,335","77,362","76,103","","0.76%"
"01/02/2014","76,317","74,608","76,715","74,523","","2.29%"
"01/01/2014","74,607","74,636","74,753","74,490","","0.11%"
"12/31/2013","74,523","73,924","75,156","73,394","","0.85%"
"12/30/2013","73,894","75,102","75,341","73,857","","-1.70%"
"12/27/2013","75,174","75,262","75,493","74,822","","-0.11%"
"12/26/2013","75,255","74,481","75,594","74,257","","1.12%"
"12/25/2013","74,420","74,429","74,503","74,376","","0.15%"
"12/24/2013","74,309","74,152","74,464","73,995","","0.29%"
"12/23/2013","74,097","74,642","74,834","73,765","","-0.52%"
"12/20/2013","74,488","73,974","74,869","73,685","","0.81%"
"12/19/2013","73,891","75,616","76,334","73,806","","-2.39%"
"12/18/2013","75,700","76,269","77,248","75,506","","-0.62%"
"12/17/2013","76,170","76,514","77,356","75,971","","-0.47%"
"12/16/2013","76,532","76,672","77,245","75,757","","-0.53%"
"12/13/2013","76,942","75,704","77,040","73,430","","1.44%"
"12/12/2013","75,853","76,898","77,440","75,717","","-1.41%"
"12/11/2013","76,935","76,971","77,470","76,692","","-0.12%"
"12/10/2013","77,027","75,853","77,318","75,657","","1.58%"
"12/09/2013","75,832","75,553","76,007","74,828","","0.53%"
"12/06/2013","75,429","75,509","76,402","74,612","","-0.10%"
"12/05/2013","75,502","77,178","77,207","75,009","","-2.12%"
"12/04/2013","77,135","76,356","77,600","75,275","","1.18%"
"12/03/2013","76,236","75,991","76,481","75,770","","0.45%"
"12/02/2013","75,891","78,102","78,102","75,888","","-2.84%"
"11/29/2013","78,110","77,529","78,384","77,257","","0.87%"
"11/28/2013","77,438","77,093","77,750","76,761","","0.42%"
"11/27/2013","77,113","77,743","78,123","77,024","","-0.70%"
"11/26/2013","77,655","78,147","78,574","77,472","","-0.28%"
"11/25/2013","77,876","77,682","78,158","76,598","","-0.07%"
"11/22/2013","77,931","78,346","78,539","77,902","","-0.44%"
"11/21/2013","78,277","77,806","78,661","77,734","","0.55%"
"11/20/2013","77,849","79,393","79,809","77,669","","-1.83%"
"11/19/2013","79,297","79,548","79,755","78,896","","-0.25%"
"11/18/2013","79,498","81,273","81,278","79,282","","-1.96%"
"11/15/2013","81,089","81,219","81,540","80,902","","-0.13%"
"11/14/2013","81,194","80,970","81,696","80,698","","0.73%"
"11/13/2013","80,609","80,810","81,307","80,293","","-0.24%"
"11/12/2013","80,799","81,156","81,985","80,406","","-0.40%"
"11/11/2013","81,127","80,525","81,637","80,197","","0.80%"
"11/08/2013","80,481","81,642","82,396","80,060","","-1.29%"
"11/07/2013","81,536","82,331","82,746","81,058","","-0.93%"
"11/06/2013","82,302","81,040","82,510","80,696","","1.67%"
"11/05/2013","80,951","81,192","81,630","80,711","","-0.24%"
"11/04/2013","81,146","81,223","81,664","81,000","","-0.04%"
"11/01/2013","81,181","81,572","82,259","80,652","","-0.38%"
"10/31/2013","81,487","82,317","82,324","81,255","","-0.91%"
"10/30/2013","82,238","82,498","83,130","81,823","","-0.30%"
"10/29/2013","82,483","83,080","83,701","82,386","","-0.74%"
"10/28/2013","83,094","83,165","83,765","82,833","","0.04%"
"10/25/2013","83,057","82,797","83,314","82,281","","0.41%"
"10/24/2013","82,721","82,046","83,110","81,937","","0.81%"
"10/23/2013","82,059","82,664","82,762","81,825","","-0.64%"
"10/22/2013","82,588","81,009","82,933","80,770","","1.95%"
"10/21/2013","81,007","80,626","81,424","80,429","","0.54%"
"10/18/2013","80,569","80,662","81,611","80,153","","-0.10%"
"10/17/2013","80,651","79,163","81,016","78,473","","1.95%"
"10/16/2013","79,109","79,192","79,489","78,363","","-0.08%"
"10/15/2013","79,173","78,369","79,667","77,296","","1.09%"
"10/14/2013","78,322","77,666","79,368","77,418","","0.94%"
"10/11/2013","77,596","78,973","79,407","77,110","","-1.61%"
"10/10/2013","78,862","80,821","81,351","78,709","","-2.34%"
"10/09/2013","80,755","81,716","82,114","80,181","","-1.10%"
"10/08/2013","81,656","81,668","82,193","81,336","","0.00%"
"10/07/2013","81,655","80,551","82,098","80,551","","1.48%"
"10/04/2013","80,467","81,317","81,524","80,257","","-0.97%"
"10/03/2013","81,255","82,244","82,260","80,398","","-1.07%"
"10/02/2013","82,130","80,370","82,677","79,867","","2.22%"
"10/01/2013","80,351","83,104","83,362","80,147","","-3.29%"
"09/30/2013","83,086","83,514","84,459","82,848","","-0.48%"
"09/27/2013","83,488","82,172","84,033","81,848","","1.64%"
"09/26/2013","82,137","83,270","83,469","81,874","","-1.29%"
"09/25/2013","83,211","83,059","83,572","82,232","","0.21%"
"09/24/2013","83,034","82,723","83,469","81,979","","0.38%"
"09/23/2013","82,719","82,536","83,296","81,786","","0.32%"
"09/20/2013","82,455","84,409","85,441","82,452","","-2.17%"
"09/19/2013","84,288","86,555","86,733","83,854","","-2.54%"
"09/18/2013","86,488","83,002","86,683","81,735","","4.22%"
"09/17/2013","82,983","82,540","83,866","82,204","","0.56%"
"09/16/2013","82,523","84,270","84,627","81,953","","-1.86%"
"09/13/2013","84,092","83,839","85,153","82,860","","0.42%"
"09/12/2013","83,743","86,506","86,588","83,771","","-3.04%"
"09/11/2013","86,371","87,117","87,581","85,906","","-0.70%"
"09/10/2013","86,978","90,557","90,774","86,690","","-3.81%"
"09/09/2013","90,419","90,785","90,871","90,165","","-0.35%"
"09/06/2013","90,740","90,209","90,896","88,994","","0.58%"
"09/05/2013","90,219","93,351","93,570","90,130","","-3.28%"
"09/04/2013","93,278","95,507","96,914","92,875","","-2.32%"
"09/03/2013","95,496","91,879","95,809","91,803","","3.77%"
"09/02/2013","92,023","91,880","92,473","90,810","","0.36%"
"08/30/2013","91,697","93,739","95,123","91,491","","-2.05%"
"08/29/2013","93,612","97,586","97,616","93,373","","-4.02%"
"08/28/2013","97,538","93,951","98,443","93,735","","3.95%"
"08/27/2013","93,834","90,345","94,319","89,804","","3.92%"
"08/26/2013","90,295","88,416","90,348","87,938","","2.31%"
"08/23/2013","88,254","88,505","89,092","86,527","","-0.21%"
"08/22/2013","88,436","87,613","89,432","86,913","","0.94%"
"08/21/2013","87,609","86,609","88,389","86,340","","1.26%"
"08/20/2013","86,515","86,281","87,460","86,127","","0.40%"
"08/19/2013","86,169","84,873","86,893","84,802","","1.63%"
"08/16/2013","84,784","83,986","85,096","83,524","","1.06%"
"08/15/2013","83,892","81,833","84,138","81,103","","2.50%"
"08/14/2013","81,847","81,051","81,955","80,495","","1.07%"
"08/13/2013","80,979","81,718","82,385","80,906","","-0.80%"
"08/12/2013","81,633","79,769","82,160","79,769","","2.38%"
"08/09/2013","79,735","79,691","79,986","79,214","","0.08%"
"08/08/2013","79,673","78,820","79,827","78,427","","1.14%"
"08/07/2013","78,773","77,930","78,923","77,420","","1.09%"
"08/06/2013","77,922","79,352","79,978","77,773","","-1.75%"
"08/05/2013","79,308","80,237","80,640","79,007","","-1.01%"
"08/02/2013","80,120","79,213","80,561","78,022","","1.14%"
"08/01/2013","79,217","80,523","80,868","79,103","","-1.51%"
"07/31/2013","80,433","80,695","81,617","78,935","","-0.22%"
"07/30/2013","80,608","79,023","80,730","78,668","","2.16%"
"07/29/2013","78,904","78,755","79,479","78,123","","0.26%"
"07/26/2013","78,702","78,650","79,113","77,561","","0.11%"
"07/25/2013","78,618","78,300","78,885","77,261","","0.41%"
"07/24/2013","78,298","80,545","80,581","77,828","","-2.77%"
"07/23/2013","80,524","79,763","80,574","79,253","","1.02%"
"07/22/2013","79,714","76,973","79,989","76,927","","3.68%"
"07/19/2013","76,885","76,784","77,372","76,488","","0.24%"
"07/18/2013","76,699","75,711","76,919","75,538","","1.48%"
"07/17/2013","75,577","76,675","77,181","75,422","","-1.26%"
"07/16/2013","76,543","76,701","76,873","75,724","","-0.22%"
"07/15/2013","76,708","76,987","77,562","76,504","","-0.24%"
"07/12/2013","76,896","76,973","77,111","75,615","","0.03%"
"07/11/2013","76,873","75,755","77,405","75,695","","1.67%"
"07/10/2013","75,613","75,188","75,806","74,679","","0.72%"
"07/09/2013","75,075","75,104","76,177","74,652","","0.09%"
"07/08/2013","75,006","73,637","75,217","73,216","","1.80%"
"07/05/2013","73,682","75,222","75,295","72,910","","-1.79%"
"07/04/2013","75,026","75,361","75,784","74,914","","-0.43%"
"07/03/2013","75,347","74,006","75,988","73,926","","1.94%"
"07/02/2013","73,915","74,430","75,333","73,812","","-0.62%"
"07/01/2013","74,373","73,470","74,907","72,999","","1.24%"
"06/28/2013","73,463","72,252","73,573","70,695","","1.72%"
"06/27/2013","72,221","74,488","75,498","72,084","","-2.80%"
"06/26/2013","74,305","76,228","76,311","73,655","","-2.46%"
"06/25/2013","76,176","76,689","76,975","75,876","","-0.65%"
"06/24/2013","76,672","76,912","77,168","76,332","","-0.32%"
"06/21/2013","76,917","76,164","77,347","75,547","","1.10%"
"06/20/2013","76,077","79,354","80,754","76,054","","-4.05%"
"06/19/2013","79,286","80,482","80,845","79,227","","-1.46%"
"06/18/2013","80,459","80,477","80,996","80,081","","0.01%"
"06/17/2013","80,453","80,012","80,532","79,753","","0.64%"
"06/14/2013","79,939","80,395","80,455","79,263","","-0.46%"
"06/13/2013","80,313","80,284","81,377","79,759","","0.08%"
"06/12/2013","80,248","80,480","80,628","79,430","","-0.17%"
"06/11/2013","80,382","80,655","81,601","79,728","","-0.28%"
"06/10/2013","80,607","78,935","80,781","78,744","","2.10%"
"06/07/2013","78,951","80,479","80,764","78,622","","-1.84%"
"06/06/2013","80,431","79,785","81,042","79,092","","0.95%"
"06/05/2013","79,672","79,053","80,190","78,882","","0.82%"
"06/04/2013","79,021","80,025","80,190","78,564","","-1.12%"
"06/03/2013","79,913","78,620","80,292","78,593","","1.83%"
"05/31/2013","78,479","79,714","80,334","78,349","","-1.48%"
"05/30/2013","79,659","78,430","79,973","77,951","","1.65%"
"05/29/2013","78,364","77,503","78,553","77,445","","1.19%"
"05/28/2013","77,445","77,511","78,511","76,948","","-0.04%"
"05/27/2013","77,477","77,487","77,712","77,120","","0.19%"
"05/24/2013","77,328","77,369","77,369","77,369","","-0.14%"
"05/23/2013","77,437","76,210","77,869","75,452","","1.61%"
"05/22/2013","76,207","76,331","78,400","75,419","","-0.03%"
"05/21/2013","76,227","76,767","77,131","75,384","","-0.58%"
"05/20/2013","76,673","74,665","77,008","73,536","","2.74%"
"05/17/2013","74,631","76,042","76,307","74,402","","-1.69%"
"05/16/2013","75,916","76,294","76,606","75,161","","-0.45%"
"05/15/2013","76,259","78,179","78,418","76,123","","-2.33%"
"05/14/2013","78,078","78,474","79,153","77,950","","-0.42%"
"05/13/2013","78,409","79,409","79,409","78,203","","-1.18%"
"05/10/2013","79,345","79,313","79,822","77,878","","0.14%"
"05/09/2013","79,237","79,683","80,039","79,024","","-0.56%"
"05/08/2013","79,683","78,540","79,885","78,238","","1.54%"
"05/07/2013","78,472","79,589","79,699","77,978","","-1.33%"
"05/06/2013","79,529","79,128","80,124","79,023","","0.52%"
"05/03/2013","79,115","78,986","80,290","78,617","","0.23%"
"05/02/2013","78,932","78,225","79,370","77,761","","0.95%"
"05/01/2013","78,192","79,269","79,538","77,297","","-1.31%"
"04/30/2013","79,232","80,011","80,113","78,707","","-0.93%"
"04/29/2013","79,972","79,526","80,171","79,388","","0.59%"
"04/26/2013","79,507","79,423","80,647","78,875","","0.14%"
"04/25/2013","79,393","77,713","79,552","77,458","","2.28%"
"04/24/2013","77,622","76,756","77,759","76,747","","1.15%"
"04/23/2013","76,737","77,317","77,636","76,302","","-0.71%"
"04/22/2013","77,284","75,762","77,937","75,737","","2.08%"
"04/19/2013","75,709","75,072","76,731","74,655","","0.78%"
"04/18/2013","75,126","74,654","75,753","72,661","","0.70%"
"04/17/2013","74,603","73,901","75,636","73,831","","1.06%"
"04/16/2013","73,822","73,820","75,849","72,109","","0.33%"
"04/15/2013","73,577","80,624","81,669","72,942","","-8.67%"
"04/12/2013","80,560","84,759","85,160","80,553","","-4.93%"
"04/11/2013","84,735","84,857","85,280","84,503","","-0.06%"
"04/10/2013","84,787","86,348","86,712","84,673","","-1.77%"
"04/09/2013","86,313","85,904","86,677","85,589","","0.55%"
"04/08/2013","85,844","86,668","86,780","85,551","","-0.92%"
"04/05/2013","86,644","85,268","86,712","84,923","","1.65%"
"04/04/2013","85,234","84,950","85,461","83,787","","0.39%"
"04/03/2013","84,907","85,790","85,845","84,528","","-0.98%"
"04/02/2013","85,744","86,650","87,156","85,679","","-0.97%"
"04/01/2013","86,588","86,739","86,923","86,404","","-0.14%"
"03/29/2013","86,712","86,679","87,098","86,557","","0.09%"
"03/28/2013","86,633","87,348","87,510","86,531","","-0.80%"
"03/27/2013","87,335","87,124","87,567","86,371","","0.27%"
"03/26/2013","87,100","87,184","87,234","86,708","","-0.03%"
"03/25/2013","87,124","87,421","87,680","86,214","","-0.32%"
"03/22/2013","87,400","87,920","87,953","87,194","","-0.54%"
"03/21/2013","87,872","87,280","88,025","87,161","","0.74%"
"03/20/2013","87,227","87,936","87,972","87,115","","-0.70%"
"03/19/2013","87,843","86,815","88,006","86,555","","1.23%"
"03/18/2013","86,774","86,294","87,212","86,008","","0.89%"
"03/15/2013","86,008","86,170","86,485","85,941","","-0.16%"
"03/14/2013","86,149","86,398","86,563","85,776","","-0.20%"
"03/13/2013","86,321","86,271","86,836","86,054","","0.12%"
"03/12/2013","86,214","85,960","86,586","85,816","","0.36%"
"03/11/2013","85,903","85,775","86,184","85,557","","0.21%"
"03/08/2013","85,727","85,987","86,226","84,951","","-0.22%"
"03/07/2013","85,912","86,803","86,909","85,793","","-0.88%"
"03/06/2013","86,678","86,579","86,854","85,941","","0.34%"
"03/05/2013","86,385","86,504","87,032","86,281","","-0.06%"
"03/04/2013","86,436","86,593","87,055","86,055","","-0.07%"
"03/01/2013","86,496","85,921","87,151","85,774","","0.75%"
"02/28/2013","85,853","85,828","86,904","85,627","","0.12%"
"02/27/2013","85,751","87,280","87,361","85,559","","-1.75%"
"02/26/2013","87,283","86,084","87,640","85,098","","1.45%"
